sgrna_id	Gene	library0	R0_0	R1_0
8149	essential_201	197	102	61
8150	neutral_1814	823	662	968
8151	neutral_1815	54	91	42
8152	neutral_1815	600	712	671
8153	neutral_1815	129	140	121
8154	neutral_1815	366	351	281
8155	neutral_1816	686	599	668
8156	neutral_1816	231	219	252
8157	neutral_1816	462	379	573
8158	neutral_1816	407	301	425
8159	neutral_1817	391	531	369
8160	neutral_1817	157	100	122
8161	neutral_1817	431	421	405
8162	neutral_1817	856	927	800
8163	essential_202	89	6	6
8164	neutral_1818	351	356	358
8165	neutral_1818	302	209	408
8166	neutral_1818	176	174	138
8167	essential_202	123	108	80
8168	neutral_1818	239	269	265
8169	neutral_1819	566	554	513
8170	neutral_1819	215	193	240
8171	neutral_1819	188	204	186
8172	neutral_1819	253	211	273
8173	neutral_1820	436	494	413
8174	neutral_1820	63	54	88
8175	neutral_1820	210	202	144
8176	neutral_1820	240	286	192
8177	neutral_1821	414	403	374
8178	neutral_1821	1096	1126	1130
8179	neutral_1821	378	262	339
8180	neutral_1821	39	21	16
8181	neutral_1822	408	345	290
8182	neutral_1822	461	487	473
8183	neutral_1822	85	90	62
8184	neutral_1822	403	309	360
8185	neutral_1823	335	229	391
8186	neutral_1823	103	104	170
8187	neutral_1823	151	138	228
8188	neutral_1823	748	926	770
8189	neutral_1824	371	303	431
8190	neutral_1824	363	391	401
8191	neutral_1824	269	195	278
8192	neutral_1824	198	181	149
8193	neutral_1825	91	120	36
8194	neutral_1825	108	95	58
8195	neutral_1825	821	782	834
8196	neutral_1825	145	147	114
8197	neutral_1826	856	948	672
8198	neutral_1826	192	100	131
8199	neutral_1826	180	217	279
8200	neutral_1826	243	221	190
8201	essential_202	260	22	37
8202	neutral_1827	154	125	112
8203	neutral_1827	341	364	355
8204	neutral_1827	105	100	121
8205	neutral_1827	123	96	80
8206	neutral_1828	117	131	115
8207	neutral_1828	53	60	49
8208	neutral_1828	1507	1524	1368
8209	essential_202	266	20	40
8210	neutral_1828	439	428	445
8211	neutral_1829	224	206	268
8212	neutral_1829	831	815	786
8213	essential_203	179	24	20
8214	neutral_1829	199	133	181
8215	neutral_1829	292	383	335
8216	neutral_1830	252	244	209
8217	neutral_1830	413	384	404
8218	neutral_1830	138	136	123
8219	neutral_1830	286	269	327
8220	neutral_1831	432	283	277
8221	neutral_1831	344	442	398
8222	neutral_1831	352	524	390
8223	neutral_1831	52	93	73
8224	essential_203	3406	791	791
8225	essential_203	518	159	206
8226	neutral_1832	349	396	367
8227	neutral_1832	102	91	190
8228	neutral_1832	231	264	256
8229	neutral_1832	595	585	546
8230	neutral_1833	831	808	826
8231	neutral_1833	477	433	491
8232	neutral_1833	122	135	117
8233	neutral_1833	449	314	410
8234	neutral_1834	724	672	946
8235	neutral_1834	394	409	355
8236	neutral_1834	1014	858	1024
8237	neutral_1834	631	675	629
8238	neutral_1835	115	156	128
8239	neutral_1835	176	174	143
8240	neutral_1835	90	160	129
8241	neutral_1835	375	407	345
8242	neutral_1836	152	144	195
8243	neutral_1836	310	269	311
8244	neutral_1836	405	392	409
8245	neutral_1836	376	425	334
8246	neutral_1837	188	258	160
8247	neutral_1837	253	407	262
8248	neutral_1837	296	292	289
8249	neutral_1837	117	96	142
8250	neutral_1838	217	153	342
8251	neutral_1838	164	232	137
8252	neutral_1838	284	319	258
8253	neutral_1838	330	334	306
8254	essential_203	173	39	30
8255	essential_204	135	97	101
8256	neutral_1839	420	545	491
8257	neutral_1839	519	515	430
8258	neutral_1839	85	49	47
8259	essential_204	656	737	691
8260	neutral_1839	100	51	71
8261	neutral_1840	204	177	204
8262	neutral_1840	99	85	57
8263	neutral_1840	280	242	360
8264	neutral_1840	471	490	395
8265	neutral_1841	255	219	256
8266	neutral_1841	302	261	272
8267	neutral_1841	60	50	50
8268	neutral_1841	690	784	720
8269	neutral_1842	459	330	429
8270	neutral_1842	188	194	215
8271	neutral_1842	542	470	618
8272	neutral_1842	404	522	418
8273	essential_204	114	5	4
8274	neutral_1843	661	692	763
8275	essential_204	471	183	221
8276	neutral_1843	128	198	111
8277	neutral_1843	724	656	794
8278	neutral_1843	176	166	205
8279	neutral_1844	213	303	288
8280	neutral_1844	818	970	1019
8281	neutral_1844	403	476	409
8282	neutral_1844	1018	1060	917
8283	neutral_1845	314	252	261
8284	neutral_1845	241	175	222
8285	neutral_1845	1491	1584	1685
8286	essential_205	263	73	52
8287	neutral_1845	243	146	225
8288	neutral_1846	256	320	344
8289	neutral_1846	690	651	672
8290	neutral_1846	642	617	565
8291	neutral_1846	62	19	48
8292	neutral_1847	253	198	271
8293	neutral_1847	473	561	441
8294	neutral_1847	262	275	257
8295	neutral_1847	243	326	221
8296	neutral_1848	161	165	131
8297	neutral_1848	246	327	138
8298	neutral_1848	215	206	192
8299	neutral_1848	110	98	166
8300	neutral_1849	572	600	750
8301	neutral_1849	476	393	466
8302	neutral_1849	466	455	705
8303	neutral_1849	251	165	261
8304	neutral_1850	1523	1605	1799
8305	neutral_1850	287	234	337
8306	essential_205	231	82	226
8307	essential_205	132	97	63
8308	neutral_1850	133	123	140
8309	essential_205	658	136	98
8310	neutral_1850	289	274	428
8311	neutral_1851	254	274	262
8312	neutral_1851	713	774	820
8313	neutral_1851	420	445	514
8314	neutral_1851	411	422	582
8315	essential_206	840	482	489
8316	neutral_1852	85	119	56
8317	neutral_1852	43	27	60
8318	essential_206	48	4	5
8319	neutral_1852	181	138	189
8320	neutral_1852	1023	946	874
8321	neutral_1853	1060	1238	1070
8322	neutral_1853	70	108	31
8323	neutral_1853	155	109	176
8324	neutral_1853	164	191	157
8325	neutral_1854	245	249	263
8326	essential_206	84	19	21
8327	neutral_1854	229	209	316
8328	neutral_1854	572	607	621
8329	neutral_1854	521	604	446
8330	neutral_1855	227	188	230
8331	neutral_1855	235	292	227
8332	neutral_1855	235	271	264
8333	neutral_1855	165	113	182
8334	neutral_1856	416	347	456
8335	neutral_1856	151	197	112
8336	neutral_1856	176	132	161
8337	neutral_1856	196	174	157
8338	neutral_1857	91	74	75
8339	neutral_1857	139	178	116
8340	neutral_1857	381	519	286
8341	neutral_1857	149	165	181
8342	neutral_1858	481	413	585
8343	neutral_1858	662	631	553
8344	neutral_1858	141	117	119
8345	neutral_1858	469	349	430
8346	neutral_1859	425	541	288
8347	neutral_1859	119	148	177
8348	neutral_1859	446	419	442
8349	neutral_1859	460	393	621
8350	neutral_1860	667	658	629
8351	neutral_1860	152	137	182
8352	growthsupressing_20	180	376	550
8353	neutral_1860	865	877	876
8354	neutral_1860	292	368	351
8355	neutral_1861	254	235	310
8356	neutral_1861	346	456	279
8357	neutral_1861	336	265	311
8358	neutral_1861	321	274	312
8359	neutral_1862	199	166	201
8360	neutral_1862	540	458	466
8361	neutral_1862	291	350	353
8362	neutral_1862	106	141	121
8363	neutral_1863	217	292	237
8364	neutral_1863	391	418	520
8365	growthsupressing_21	208	546	548
8366	neutral_1863	354	430	349
8367	neutral_1863	126	154	158
8368	neutral_1864	232	248	265
8369	neutral_1864	135	107	195
8370	neutral_1864	511	528	475
8371	neutral_1864	1127	1214	1219
8372	neutral_1865	310	368	359
8373	neutral_1865	392	424	366
8374	neutral_1865	411	492	370
8375	neutral_1865	286	290	327
8376	neutral_1866	537	607	594
8377	neutral_1866	624	651	591
8378	neutral_1866	160	132	153
8379	neutral_1866	984	1200	969
8380	neutral_1867	169	146	123
8381	neutral_1867	101	79	58
8382	neutral_1867	60	40	32
8383	neutral_1867	364	368	376
8384	neutral_1868	190	236	205
8385	neutral_1868	510	583	585
8386	neutral_1868	419	440	313
8387	essential_206	644	78	84
8388	neutral_1868	488	574	667
8389	neutral_1869	480	417	568
8390	neutral_1869	260	244	179
8391	neutral_1869	2236	1946	2355
8392	neutral_1869	583	533	629
8393	neutral_1870	642	689	842
8394	neutral_1870	182	133	216
8395	neutral_1870	396	318	256
8396	neutral_1870	112	60	61
8397	essential_207	665	141	70
8398	neutral_1871	177	223	241
8399	neutral_1871	808	564	727
8400	neutral_1871	264	201	210
8401	neutral_1871	172	296	210
8402	neutral_1872	95	104	83
8403	neutral_1872	339	345	363
8404	essential_207	188	36	25
8405	neutral_1872	438	633	465
8406	neutral_1872	666	622	905
8407	growthsupressing_21	175	325	272
8408	neutral_1873	353	419	416
8409	neutral_1873	648	448	646
8410	neutral_1873	105	85	100
8411	neutral_1873	507	519	379
8412	neutral_1874	387	336	396
8413	neutral_1874	125	158	120
8414	neutral_1874	237	171	272
8415	neutral_1874	293	239	316
8416	essential_207	360	114	152
8417	neutral_1875	137	100	196
8418	neutral_1875	73	72	108
8419	neutral_1875	81	71	90
8420	neutral_1875	334	411	338
8421	neutral_1876	781	882	922
8422	neutral_1876	525	547	571
8423	neutral_1876	433	358	440
8424	neutral_1876	548	528	531
8425	neutral_1877	395	402	405
8426	neutral_1877	284	210	283
8427	neutral_1877	298	444	322
8428	essential_207	102	10	27
8429	neutral_1877	618	463	492
8430	neutral_1878	926	735	915
8431	neutral_1878	382	441	466
8432	neutral_1878	231	250	318
8433	essential_208	130	9	15
8434	neutral_1878	75	57	87
8435	neutral_1879	170	151	109
8436	neutral_1879	439	309	494
8437	neutral_1879	493	549	532
8438	neutral_1879	230	268	203
8439	neutral_1880	191	212	191
8440	neutral_1880	325	338	261
8441	neutral_1880	178	180	93
8442	neutral_1880	253	246	272
8443	neutral_1881	216	135	187
8444	neutral_1881	107	90	87
8445	neutral_1881	87	92	59
8446	neutral_1881	195	181	185
8447	neutral_1882	781	941	776
8448	neutral_1882	213	245	290
8449	neutral_1882	281	293	261
8450	neutral_1882	176	154	212
8451	neutral_1883	186	125	201
8452	neutral_1883	129	81	135
8453	neutral_1883	362	314	310
8454	neutral_1883	33	19	16
8455	essential_208	190	75	89
8456	neutral_1884	173	194	174
8457	neutral_1884	500	599	603
8458	neutral_1884	1378	1349	1179
8459	neutral_1884	404	444	351
8460	neutral_1885	200	252	147
8461	neutral_1885	171	157	308
8462	neutral_1885	255	227	293
8463	neutral_1885	71	79	77
8464	essential_208	366	299	160
8465	neutral_1886	322	473	373
8466	neutral_1886	202	254	284
8467	neutral_1886	247	222	310
8468	neutral_1886	213	160	289
8469	essential_208	626	92	93
8470	neutral_1887	371	340	405
8471	essential_209	119	40	71
8472	neutral_1887	341	476	410
8473	neutral_1887	263	337	327
8474	neutral_1887	935	897	1006
8475	neutral_1888	730	677	910
8476	essential_209	387	66	72
8477	neutral_1888	675	704	690
8478	neutral_1888	113	70	80
8479	neutral_1888	233	265	186
8480	neutral_1889	224	306	245
8481	neutral_1889	56	65	14
8482	neutral_1889	308	290	276
8483	neutral_1889	293	356	251
8484	neutral_1890	106	46	135
8485	neutral_1890	618	671	502
8486	neutral_1890	187	169	155
8487	neutral_1890	696	667	709
8488	neutral_1891	125	129	93
8489	neutral_1891	447	512	578
8490	neutral_1891	149	122	144
8491	neutral_1891	155	162	165
8492	neutral_1892	294	359	210
8493	neutral_1892	277	366	198
8494	neutral_1892	128	159	164
8495	neutral_1892	459	433	561
8496	neutral_1893	248	372	273
8497	neutral_1893	142	139	147
8498	neutral_1893	158	216	171
8499	neutral_1893	498	414	547
8500	neutral_1894	555	476	607
8501	neutral_1894	303	339	149
8502	neutral_1894	320	361	423
8503	neutral_1894	145	205	201
8504	neutral_1895	1090	1033	946
8505	neutral_1895	361	234	402
8506	neutral_1895	99	64	56
8507	neutral_1895	242	219	234
8508	neutral_1896	566	644	570
8509	neutral_1896	345	370	361
8510	neutral_1896	122	151	130
8511	neutral_1896	384	381	235
8512	neutral_1897	217	278	263
8513	neutral_1897	188	194	126
8514	growthsupressing_21	251	2351	1783
8515	neutral_1897	57	49	63
8516	neutral_1897	523	523	565
8517	neutral_1898	144	96	142
8518	neutral_1898	655	663	587
8519	neutral_1898	295	289	239
8520	neutral_1898	145	188	182
8521	neutral_1899	82	101	121
8522	essential_209	214	66	20
8523	neutral_1899	143	115	150
8524	essential_209	98	22	28
8525	neutral_1899	131	102	113
8526	neutral_1899	319	226	422
8527	neutral_1900	268	230	283
8528	neutral_1900	477	405	495
8529	neutral_1900	2319	2324	2542
8530	neutral_1900	215	234	290
8531	neutral_1901	631	677	642
8532	neutral_1901	247	301	125
8533	neutral_1901	201	86	187
8534	neutral_1901	357	434	379
8535	neutral_1902	330	365	407
8536	essential_210	393	280	324
8537	neutral_1902	226	210	190
8538	neutral_1902	56	33	99
8539	neutral_1902	368	338	411
8540	neutral_1903	186	179	187
8541	neutral_1903	126	143	152
8542	neutral_1903	359	425	379
8543	neutral_1903	91	121	105
8544	neutral_1904	117	117	114
8545	neutral_1904	513	488	649
8546	neutral_1904	276	328	322
8547	neutral_1904	495	481	424
8548	neutral_1905	349	359	401
8549	neutral_1905	204	263	201
8550	neutral_1905	275	246	229
8551	neutral_1905	529	383	602
8552	neutral_1906	455	624	533
8553	neutral_1906	332	351	368
8554	neutral_1906	190	194	91
8555	neutral_1906	1499	1690	1474
8556	neutral_1907	321	265	262
8557	neutral_1907	711	743	757
8558	neutral_1907	529	480	711
8559	neutral_1907	327	342	274
8560	essential_210	407	201	321
8561	neutral_1908	91	78	81
8562	neutral_1908	129	52	86
8563	neutral_1908	169	136	223
8564	neutral_1908	489	509	542
8565	neutral_1909	222	228	230
8566	neutral_1909	61	134	59
8567	neutral_1909	100	74	141
8568	neutral_1909	380	347	514
8569	neutral_1910	316	348	336
8570	neutral_1910	67	36	54
8571	neutral_1910	344	323	358
8572	neutral_1910	771	803	828
8573	neutral_1911	486	435	518
8574	neutral_1911	179	265	190
8575	neutral_1911	451	493	454
8576	essential_210	334	149	118
8577	neutral_1911	529	495	392
8578	neutral_1912	253	308	321
8579	neutral_1912	170	196	174
8580	essential_210	391	61	81
8581	neutral_1912	110	115	128
8582	neutral_1912	620	649	621
8583	neutral_1913	70	43	106
8584	neutral_1913	330	356	251
8585	neutral_1913	126	167	66
8586	neutral_1913	556	433	615
8587	essential_211	612	92	125
8588	neutral_1914	454	502	330
8589	neutral_1914	558	535	609
8590	essential_211	594	54	61
8591	neutral_1914	412	463	554
8592	neutral_1914	598	600	562
8593	neutral_1915	697	695	846
8594	neutral_1915	135	142	146
8595	neutral_1915	202	168	189
8596	neutral_1915	111	118	108
8597	neutral_1916	710	764	798
8598	neutral_1916	488	468	487
8599	neutral_1916	136	127	70
8600	neutral_1916	161	179	162
8601	neutral_1917	309	459	256
8602	essential_211	245	203	234
8603	neutral_1917	382	307	418
8604	essential_211	393	89	55
8605	neutral_1917	254	167	242
8606	neutral_1917	301	336	315
8607	neutral_1918	565	654	566
8608	neutral_1918	1238	1203	1389
8609	neutral_1918	314	314	305
8610	neutral_1918	611	582	546
8611	neutral_1919	96	133	192
8612	neutral_1919	525	659	627
8613	neutral_1919	105	108	193
8614	neutral_1919	574	507	588
8615	neutral_1920	125	78	143
8616	neutral_1920	262	261	305
8617	neutral_1920	575	549	495
8618	essential_212	167	71	112
8619	neutral_1920	204	152	337
8620	neutral_1921	106	78	107
8621	neutral_1921	905	977	961
8622	neutral_1921	1973	2254	2182
8623	neutral_1921	222	227	161
8624	neutral_1922	220	252	236
8625	neutral_1922	172	217	235
8626	neutral_1922	375	394	479
8627	neutral_1922	955	940	813
8628	neutral_1923	90	61	48
8629	neutral_1923	117	108	93
8630	neutral_1923	210	179	177
8631	neutral_1923	389	464	487
8632	essential_212	1537	299	232
8633	neutral_1924	974	851	1107
8634	growthsupressing_21	967	4370	4924
8635	neutral_1924	218	227	244
8636	neutral_1924	261	206	261
8637	neutral_1924	185	199	160
8638	neutral_1925	460	423	420
8639	neutral_1925	182	229	210
8640	essential_212	186	61	17
8641	neutral_1925	1381	1277	1230
8642	neutral_1925	225	315	260
8643	neutral_1926	475	516	311
8644	neutral_1926	620	686	545
8645	neutral_1926	173	188	230
8646	neutral_1926	406	352	320
8647	essential_212	216	98	93
8648	neutral_1927	85	113	120
8649	neutral_1927	71	53	43
8650	neutral_1927	175	175	120
8651	essential_213	318	170	149
8652	neutral_1927	902	1038	1010
8653	neutral_1928	543	644	624
8654	neutral_1928	52	25	43
8655	neutral_1928	367	357	490
8656	neutral_1928	225	300	216
8657	neutral_1929	278	318	286
8658	essential_213	280	85	39
8659	neutral_1929	691	625	547
8660	neutral_1929	223	158	281
8661	neutral_1929	129	74	149
8662	neutral_1930	165	256	167
8663	neutral_1930	401	385	464
8664	neutral_1930	232	196	333
8665	neutral_1930	1009	956	1057
8666	neutral_1931	189	168	218
8667	neutral_1931	596	434	517
8668	neutral_1931	90	38	156
8669	neutral_1931	155	220	170
8670	neutral_1932	131	150	83
8671	neutral_1932	293	250	267
8672	neutral_1932	419	416	550
8673	neutral_1932	883	836	753
8674	neutral_1933	197	180	207
8675	neutral_1933	294	273	166
8676	neutral_1933	62	42	94
8677	neutral_1933	347	325	375
8678	neutral_1934	229	235	268
8679	neutral_1934	575	464	649
8680	neutral_1934	284	364	261
8681	neutral_1934	308	251	257
8682	growthsupressing_22	531	518	602
8683	essential_213	360	67	69
8684	neutral_1935	29	33	36
8685	neutral_1935	621	652	769
8686	neutral_1935	47	64	71
8687	neutral_1935	329	280	319
8688	neutral_1936	300	358	274
8689	neutral_1936	276	271	180
8690	neutral_1936	406	331	461
8691	neutral_1936	390	467	337
8692	neutral_1937	119	50	114
8693	essential_213	469	51	142
8694	neutral_1937	157	172	214
8695	essential_214	221	18	27
8696	neutral_1937	432	402	355
8697	neutral_1937	78	67	65
8698	neutral_1938	841	968	854
8699	neutral_1938	328	280	313
8700	neutral_1938	1114	1330	1068
8701	neutral_1938	193	117	154
8702	neutral_1939	621	655	773
8703	neutral_1939	800	711	953
8704	neutral_1939	134	190	148
8705	neutral_1939	356	289	485
8706	neutral_1940	697	663	673
8707	neutral_1940	545	616	534
8708	neutral_1940	170	195	98
8709	neutral_1940	145	114	145
8710	neutral_1941	98	137	117
8711	neutral_1941	178	315	265
8712	neutral_1941	135	182	134
8713	neutral_1941	256	220	284
8714	neutral_1942	462	522	442
8715	neutral_1942	437	352	523
8716	neutral_1942	366	440	266
8717	neutral_1942	74	90	106
8718	neutral_1943	89	86	97
8719	neutral_1943	1035	1114	1049
8720	neutral_1943	184	209	131
8721	neutral_1943	847	817	883
8722	neutral_1944	406	401	453
8723	neutral_1944	114	156	86
8724	neutral_1944	264	242	258
8725	neutral_1944	204	238	145
8726	neutral_1945	152	159	100
8727	essential_214	981	938	751
8728	neutral_1945	62	47	55
8729	neutral_1945	1351	1300	1438
8730	neutral_1945	291	289	330
8731	neutral_1946	318	335	329
8732	neutral_1946	234	190	199
8733	essential_214	228	35	35
8734	neutral_1946	129	143	94
8735	neutral_1946	549	525	649
8736	neutral_1947	404	455	435
8737	neutral_1947	458	459	488
8738	neutral_1947	1073	1076	946
8739	neutral_1947	288	353	284
8740	neutral_1948	691	741	847
8741	neutral_1948	716	759	750
8742	neutral_1948	243	292	238
8743	neutral_1948	476	470	521
8744	essential_214	135	15	16
8745	neutral_1949	281	377	239
8746	neutral_1949	495	446	528
8747	neutral_1949	437	384	484
8748	neutral_1949	814	928	979
8749	neutral_1950	197	201	208
8750	neutral_1950	446	317	586
8751	neutral_1950	584	578	493
8752	essential_215	595	61	66
8753	neutral_1950	335	235	318
8754	neutral_1951	177	157	184
8755	neutral_1951	256	261	259
8756	neutral_1951	398	346	399
8757	neutral_1951	169	136	185
8758	essential_215	181	36	61
8759	neutral_1952	249	226	178
8760	neutral_1952	401	376	386
8761	essential_215	162	98	23
8762	neutral_1952	474	522	539
8763	essential_215	99	88	62
8764	neutral_1952	258	334	198
8765	neutral_1953	105	81	93
8766	neutral_1953	204	188	286
8767	neutral_1953	117	144	160
8768	neutral_1953	425	343	465
8769	essential_216	175	92	96
8770	neutral_1954	306	391	281
8771	essential_216	429	313	374
8772	essential_216	298	34	19
8773	neutral_1954	629	727	492
8774	essential_216	702	331	261
8775	neutral_1954	322	432	283
8776	neutral_1954	100	153	100
8777	neutral_1955	51	142	5
8778	neutral_1955	322	186	264
8779	neutral_1955	386	402	444
